000000	12776
100000	1407
010000	2018
001000	1976
000100	3378
000010	2356
000001	2067
110000	9
101000	16
100100	142
100010	198
100001	206
011000	11
010100	136
010010	261
010001	318
001100	42
001010	148
001001	212
000110	123
000101	315
000011	59
111000	3
110100	1
110001	2
101010	3
101001	3
100110	10
100101	15
100011	1
011100	1
010110	2
010101	10
010011	1
001101	5
001011	5
000111	1
111100	1
111001	1
