00000	103
10000	65
01000	201
00100	108
00010	52
00001	126
11000	19
10100	24
10010	31
10001	80
02000	5
01100	36
01010	40
01001	188
00200	1
00110	15
00101	47
00011	22
11100	2
11010	8
11001	14
10110	5
10101	10
12000	1
10011	6
02100	2
02010	2
02001	5
01110	7
01101	18
01020	1
01011	10
00111	2
11110	1
11101	1
10111	1
01111	3
