0000000	247
1000000	107
0100000	81
0010000	1
0001000	16
0000100	45
0000010	56
0000001	139
1100000	19
1010000	1
1001000	7
1000100	15
1000010	18
1000001	69
0000011	7
0110000	1
0101000	1
0100100	12
0100010	13
0100001	52
0010001	1
0001100	2
0001010	5
0001001	13
0000110	1
0000101	22
1101000	2
1100100	3
1100010	3
1100001	8
1001010	1
1001001	5
1000110	1
1000101	10
1000011	9
0101100	3
0101010	1
0101001	3
0100101	13
0001011	1
0000111	2
1100101	1
1001101	1
0101101	1
