0000000	1259
1000000	10
0100000	5
0010000	19
0001000	157
0000100	274
0000010	585
0000001	248
1100000	3
1010000	2
1001000	2
1000100	1
0110000	6
0010100	3
0010010	9
0010001	5
0001100	2
0001010	54
0001001	34
0000110	62
0000101	55
0000011	43
1011000	1
1010100	1
1010001	2
1001100	1
1001010	2
1001001	2
0111000	1
0110010	2
0110001	2
0011100	1
0010110	1
0010101	1
0001110	6
0001101	4
0001011	3
0000111	3
1100110	1
0111100	1
0111010	1
0001111	1
